Loan Calculator IQ,"500,000+","4,596",Finance,3.8,com.handyapps.loancalculator,Handy Apps,https://play.google.com/store/apps/details?id=com.handyapps.loancalculator,"Loan Calculator IQ is useful for anyone who wishes to take up a mortgage from the bank, an auto loan to purchase a car or simply loan money to a friend. 
Basic EMI Calculator for your Mortgage, Car Loan or Student Loan:
-----------------------------------------------
Whether you are taking a student loan or a housing loan, the most common question you will have is how much do you have to pay every month and for how long.
All you need to do is to provide the loan amount, repayment period and interest rate, this Loan Calculator quickly computes the equated monthly instalment (EMI) you need to pay in order to service the loan.
Apart from the usual monthly payment calculation, this Loan Calculator app also enables you to calculate any one of the following attributes based on the inputs from the other 3:
a) Monthly or Yearly Payment for your Home Loan, Student Loan or Car Loan
b) Interest Rate charged by the bank
c) Loan Amount
d) Loan Term
 
How to use this Loan Calculator app:
----------------------------
Select the variable that you wish to calculate, key in the input for the other 3 variables and the result will be generated for you.
You can also generate a pie chart that shows you your total interest & loan amount as a percentage of your total repayment
On top of that, interactive graphs and comprehensive loan amortization schedules are available in this free loan / mortgage calculator app.
 
Loan Calculator IQ is brought to you by Handy Apps and is completely free to use.
Download this Loan / Mortgage Calculator now!",Varies with device,"October 8, 2019","v26
- Added Privacy Policy link
v25
- Updated libraries
- Some optimizations",,,,Mon Dec  9 00:34:57 2019
Berry - Simple Swift Loans,"100,000+","3,960",Finance,4.2,com.berry.berryapp,Finberry Capital Limited,https://play.google.com/store/apps/details?id=com.berry.berryapp,"Berry, Kenya’s unique mobile money lending App, credits you with low-cost loans with flexible repayment schedules. Get the cash simply and swiftly straight to your mobile wallet. 
How it works? 
• Register 
• Log in 
• Click on ‘Apply Now’ 
• Select your loan amount and repayment options 
• Get the approved amount into your M-Pesa instantly 
Privacy and Permissions: Once you download Berry, we will ask you to provide permissions to scan your SMS in order to validate your identity and creditworthiness. Instant loans amount will be credited directly into your M-Pesa account. We’ve taken thorough steps to secure your private data you share with us using advanced encryption mechanisms. We take your privacy very seriously and promise to never share your information to anyone. 
Terms: Berry is very flexible and charges affordable and low service fee ranging from 9% to 15%. We offer loans for different duration. 
Berry charges a service fee of 9-15% of principal amount. The customer determines their own repayment schedule meaning customers may make payments towards their principal at any time after disbursement. If a customer has not paid the processing fee+ the principle amount on the due date, Berry extends a further 7 days to allow the customer to make the payment. Only after the grace period has elapsed will a onetime late payment fee of 15% (processing fee+ the principle amount) be charged. No other fees will be charged after this time. 
Important to note: All the above information will be displayed in a broken-down form for the customer on the App upon qualifying for a specific amount before a customer accepts to take up the facility. 
Sample Loan: 
Borrowed amount: 1000 KES 
Service/Processing Fee: 150 KES 
Expected Payback amount 1150 KES 
With Berry at your fingertips, you can handle emergencies, clear bills, pay school fees, etc. basically anything you need to keep your life moving forward and embracing any opportunity that comes your way. 
Want to reach us? 
support@berry.ke",1.0.54,"November 6, 2019","Berry is Kenya’s newest credit lending application, provides instant credit to its users, right on the mobile phone at a low fee and easy repayment schedule.
In this release we have added new features, enhanced the security and fixed some bugs.",,,,Mon Dec  9 00:34:58 2019
"Earn Money by Recharge, Loan, Payment and Resell","10,000,000+","520,831",Lifestyle,4.2,com.balancehero.truebalance,True Balance - Balance Hero,https://play.google.com/store/apps/details?id=com.balancehero.truebalance,"True Balance is India's No. 1 app for earning money. If you are looking for additional income, try True Balance & earn money from home or anywhere. Start your own business with Zero investment.
 
With an RBI Compliant Wallet and multiple payment options of Net banking, Credit Cards, Debit Cards and Gift card embedded with smart notifications, the app ensures you are never out of balance and always in control. Enjoy Promo Codes and Cashback on every transaction.
Here’s a quick glance at multiple services offered by True Balance App.
• Instant Cash Loan allows you to avail personal loan in flexible installments.
• Your Credit Limit will be decided based on the survey conducted by us.
• Loans range from 500 to 5000 rupees with term 1~4 weeks.
• Interest ranges from 9~20% with an equivalent monthly interest of 3-11% and APR of 36% - 240%. No processing fee 
• For example: For a loan of ₹500, an interest fee of ₹100 (20%) with no other charges. 
• Get Personal Loan of upto Rs. 50,000 for upto 6 months (30% APR)
• Fast approval, quick credit & zero paperwork
• Platform charges 25% & No pre-closure charges
• Buy an Insurance, starting at just Rs. 5
• We provide Group Personal Accident, Mosquito Insurance, Biker Insurance, Daily commute Insurance & more.  
• Recharge Loan is a credit-based payment option to buy/use any service right away & pay in 3 easy installments, within 20 days
• With True PayLater, buy a service on credit now & pay later in 10 days.
• Get exciting Cashback on both the services. Please note that promo codes are also applicable.
• Buy mobile phones, accessories & electronic items & get amazing Cashback 
• Manage your Rental, Unbilled & Outstanding amount 
• Smart Alarm to remind you of the due dates along with rate-cutters
• Super-fast recharges on widely covered recharge network across 10 operators & 22 circles
• A fast, secure & limitless payment option
• With Gift Card, lower your need of using a bank account & worrying about finishing your True Balance wallet limit
• Send Gift cards to your friends or neighbors
• 52 Electricity boards and 9 Piped Gas billers
• Easy interface and fastest payments 
 
•DTH recharge available for all operators as  Airtel DTH, Tata Sky, Dish TV, Reliance Digital TV, Sun Direct & Videocon DTH 
• Choose from various plans through ""All Plans"" option
• Special interface for Jio users 
• Separate balance check for single/ Dual SIM  along with data packs 
• Check balance, expiry date of Local call, STD call, L+STD call pack balance 
• Check the balance of 3G & 4G data packs with expiry dates
: 
• Collect 500 (or more) stars* in a month and become True Balance Gold member
• When you become a Gold Member, Get Rs.50* Gold Bonus and get higher and multiple Auto Cashback
• Make Group Members and ask them to join Gold membership and get more rewards from your Group Members
• To maintain your status as ""Gold Member"" please ensure to collect at least 500 stars* each month
• All cashback can be used within the app and can't be transferred in any forms.
• We ensure that all the information, we collect from you will never be shared with any third party.
App permissions & reasons:
• 
 to identify the phone numbers you are recharging for.
• 
 to let you know an appropriate plan as per the area/circle you are in.
• 
 to detect single/dual sim.
• 
 to verify Phone number for registration.
• 
 is required for eKYC process.
*T&C Apply
http://truebalance.io/setup_guide",3.35.01,"December 3, 2019","What’s New?
★ Introducing Digi Gold- Buy, Sell or Get it delivered
★ IRCTC train ticket booking is ‘Live’ now!
★ Buy Brand Vouchers & get exclusive Cashback
★ Instant Cash starting at ₹500
★ Personal Loan starting at Rs.1000 (upto ₹50,000)
★ Buy Insurance starting at just ₹5
★ Become a Gold Plus member, get additional ₹100 and more Cashback
★ E-Commerce – Shop & get cashback.
★ Buy services on credit with True PayLater & Recharge Loan",,,,Mon Dec  9 00:34:58 2019
EMI Calculator - Loan & Finance Planner,"1,000,000+","19,997",Finance,4.4,com.finance.loan.emicalculator,AppAspect Technologies Pvt. Ltd.,https://play.google.com/store/apps/details?id=com.finance.loan.emicalculator,"EMI Calculator is a simple loan calculation tool that helps the user to quickly calculate EMI and view payment schedule. Use this app to calculate your EMI (Equated Monthly Instalment), plan your loan repayment in an effective way.
This app is the advanced Financial Tool that is useful for day to day life with all useful features and keeps up to date with the latest news.
● EMI Calculator is the special kind of calculator that calculates your Loan EMI.
● This app allow you to calculate following values by inputting all the other values:
- EMI
- Loan Amount
- Interest Rate
- Period (In Months and Years)
● Easy option available to compare between two loans.
● Representation of payment split up in the table form.
● Graphical representation of complete tenure of Loan.
● Calculate EMI on monthly basis.
● Generate statistics chart instantly.
● Statistics shows Principal Amount, Interest rate and remaining balance per month.
● Share computed PDF with anyone for EMI & loan planning.
● Easy GST Calculator option provides option to find taxes to be paid by adding or removing GST amount.
● Get upto date with latest Finance and Money related news using Google News.
● Find near by Banks, ATMs and Finance places around your location.
● Currency Converter feature provides 168+ currencies, live exchange rates & offline mode.
● Live currency rates provided by currencylayer.com
● Easy option to change the language of the app from settings.
● Loan Calculator
● EMI Calculator
● GST Calculator
● SIP Calculator
● Currency Converter
● Standard EMI Calculator
● Compare Loans
● EMI Statistics
● Finance Calculator & Statistics
● Nearby Bank Finder
● ATM Finder
● Financial News",6.5,"November 11, 2019",Improvements in app functionalities and solved minor bugs.,,,,Mon Dec  9 00:35:00 2019
"Business Loan Apply, Small Business Loan Guide","50,000+",71,Business,3.7,smallbusinessloan.instantbusinessloan.smeloan.startuploan,Jiom Business Loan,https://play.google.com/store/apps/details?id=smallbusinessloan.instantbusinessloan.smeloan.startuploan," 
 can help you to apply for business with low interest rate.
We have lot of bank list in the app, that provide 
 without collateral to 
 in India for their working capital requirements. All they provide 
 starting at 1% per month. More than 5000+ loans disbursed successfully.
You can check also your loan eligibility by your income and credit score loans on credit card date to date, So we have covered all the Benefits of 
 
A 
 may be obtained from a bank and may be either 
. For secured business loans, banks will require collateral, which may be lost if repayments are not made. 
Loans from credit unions may be referred to as bank loans as well. 
 from credit unions received the second highest level of satisfaction from borrowers after loans from small banks.
, now this is possible. There are two routes to getting a loan with bad credit: by applying direct to a guarantor loans lender or by using a no upfront fee charging loanfinder
If you required loans for bad credit then there is payday loans avaialbe option for you. In this Free Apps there is all information about how what is the business loan, What is payday loan, Solution Having a fixed income that can cover the interest on the loan and the terms of payment will be very helpful. Without a smooth income base.
The credit score is very important for any loan approval. So please maintent Credit score properly and healthy so that you can get easy loans today and no worry for you finance. You can say it is like bad credit payday loans or payday loans bad credit.
Bank offers multiple type of business loan such as 
SME Loan
Corporate Loan
Capital Loan
Industrial Loan
private business loans
self-employed business loans
BENEFITS TO USERS:
* FREE App (100% full features)
* App is generic and it is suitable for people of all Countries
* No prior finance knowledge required
* Helps you take informed decisions about your finance
* Saves you a lot of time, effort & money",1.3,"April 4, 2019",Business loan,,,,Mon Dec  9 00:35:01 2019
Tata Capital Mobile App,"500,000+","4,299",Finance,4.0,com.snapwork.tcl,Tata Capital,https://play.google.com/store/apps/details?id=com.snapwork.tcl,"Introducing Tata Capital’s new Mobile App. Now accessing your Loan Account details is easy. Download Statement/Certificates instantly. Simply login with your fingerprint/ MPIN and enjoy the experience. Apply for quick and easy Personal loans/Home Loans/Business Loans/Travel Loan/Wedding Loan/ and much more from Tata Capital. 
About App
•	Personal Loans
With our simplified process, you can avail Tata Capital personal loans to suit your diverse needs such as marriage, education, travel, home loan and even medical needs. TIA, our Artificial Intelligence powered Voicebot, within the Tata Capital App to assist your Personal Loan journey.
Features of Tata Capital’s Personal Loans:
•	Interest rates starting from 11.25%
•	Loans ranging from ₹20,000 to ₹ 25 Lacs
•	No guarantee or security or collateral required
•	TIA, powered by AI Voicebot to assist you with your Personal Loan application
•	Simply share your Pan Card and Income details to get an Instant Approval
•	Minimum documentation and quick processing
Why choose Tata Capital Personal Loans?
•	Quick and Easy with minimal documentation
•	Higher Loan Eligibility
•	Attractive Interest rates
•	Instant Loan approval on the Go
Highlights:
Annual Percentage Rate (Min & Max): 11.25% - 19%
Processing Fees: Start at Rs. 1499/- + Applicable GST
Tenure (Min & Max): 12 - 60 months
 
Here is an example
Loan Amount - Rs. 1 Lac, Tenure - 4 Years, Interest Rate 12%, equates to Monthly EMI = 2633/-
Cost of the Loan that you repay = Rs. 1,26,402/-
•	Business Loans
Whether you want to revamp your business, launch a new store, buy new machinery, increase working capital or outperform your competitors. Tata Capital Unsecured Business Loans offer you customised loans to suit your business plan. We provide quick and hassle free funding with flexible options to repay the loan to keep you ahead in business. With us, your future is secure.
•	Home Loans
You can also apply for a new Home loan to fulfill your dream of owning your dream home. With flexible loan options and competitive interest rates Tata Capital Home Loans will help you fulfill your aspiration of a home of your own. Whether you are looking for your first home or expansion of existing home, we offer flexible home loan that suits your needs. With us, by your side we will help you unlock the door to your new home.
•	Consumer Durable Loans
A better and more comfortable lifestyle is now within your reach. With the customers’ individual desires and needs in mind Tata Capital’s Consumer Durable loan covers 100 + lifestyle products from that giant TV to the home theatre system. We offer 0% interest on most of the consumer durable products and are the one-stop solution for your every needs.
Our flexible EMI options make repayment hassle-free. Now you have the power to ask for more and get it too!
Features of Tata Capital’s new Mobile App:
•	Login with ease using MPIN or finger print
•	View your Loan Account details 24 x 7
•	Download Statement and Certificates
•	View personalized offers
•	Apply for New Loan (Personal/Home/Business & more)
•	Calculate EMI through tool & calculators
•	Request your service online
•	Pay Over Due EMI Online
•	EShop – Recharge mobile/ Buy Movie Tickets/ Bill Pay and much more…
Terms and Conditions Apply
Ready to get started? Install the Tata Capital App NOW",1.2.5,"November 27, 2019","Introducing Tata Capital’s new Mobile App. Now accessing your Loan Account details is easy. Download Statement/Certificates instantly. Simply login with your fingerprint/ MPIN and enjoy the experience. Apply for quick and easy Personal loans/Home Loans/Business Loans/Travel Loan/Wedding Loan/ and much more from Tata Capital.
TIA (Tata Capital Intelligent Assistant), is now available on Mobile App. TIA is Artificial Intelligence powered Voice enabled and Text based Chatbot.",,,,Mon Dec  9 00:35:01 2019
"Bank Balance Check, Credit Card & Loan EMI Alerts","5,000,000+","80,487",Finance,4.6,com.bankbazaar.app,BankBazaar.com,https://play.google.com/store/apps/details?id=com.bankbazaar.app," Bank balance check is now made super easy!
 Get Loan EMIs & Credit Card bills payment reminders
 Track Latest Transactions 
BankBazaar is the best Personal Finance Manager app that automatically tracks your monthly spends in a secure manner. The app also helps you identify any incorrect transactions/fines and act upon it immediately. Always pay your bills on time, stick to your budget and increase your savings every month! Find out how much you spend and save month-on-month. 
Best of all , the features are automatically configured basis the SMSs sent to you by your bank and credit card company i.e. no manual setup needed.
 Track your Credit Score for free!
 Loans, Credit Cards & Fixed Deposits
 Loan EMI calculations made simple!
BankBazaar is the largest online marketplace for financial products. The app helps you compare various financial products like loans & Credit Cards offered by different banks. The app comes loaded with friendly features that include bank balance check and financial news & tips.Bank balance check and expense tracker are now made super easy. Also ,get your Credit Score report anytime, anywhere!
★ Bank Balance Check made easy
★ Manage your money better by keeping a track on your transactions & expenses
★ Bill Payment Reminders for Loan EMIs & Credit Card 
★ Compare and apply for Loans, Credit Cards & Fixed Deposits
★ Check your loan eligibility & Get instant quotes 
★ Get your FREE Credit Score report and track your Credit Score regularly
★ Calculate EMIs with our smart loan EMI calculator
★ Read the latest financial news and get Finance 101 tips 
★ Get daily fuel rate alerts → Gold Rate, Silver Rate, Petrol Price & Diesel Price
★ Find the IFSC codes, address and contact information for all Indian banks
★ Avail exclusive deals, offers, promotions and discounts
★ Track your application status
➤ Bank Balance Check: Bank balance check for multiple bank accounts on the go
➤ Track Your Expenses: Track and take control of your expenses
➤ Credit Card Spends: Check your Credit Card outstanding and track your spends easily
➤ Reminders: Never miss a due date with the loan EMIs & credit card bill payment reminders
➤ The BankBazaar app will help you choose the right financial products like Credit Cards, Personal Loans, Car Loans, Home Loans and Fixed Deposits.
➤ You can compare and explore the features, fees, interest rates, etc. of different Credit Cards and loan products, and then apply for the one that suits you the best.
➤ Do you know that banks check your Credit Score before giving you a loan or Credit Card? A Credit Score is an important measure of your financial health and a good Credit Score can help you get a loan or a Credit Card easily.
➤ Check your Credit Score for FREE and get detailed Credit Score report that explains why your Credit Score went low.
SMS - READ_SMS, RECEIVE_SMS
Required to read financial SMSes to track transactions & provide a summary of daily spends, bills due, income etc.
Used to create user’s financial portfolio and risk profile to provide customised loan offers.
Contacts - GET_ACCOUNTS, READ_CONTACTS
Required to fetch the verified Google email for signup & inviting the phone contacts to try out the the App
Device Info - READ_PHONE_STATE
Required to Pre-fill the Mobile Number in Application
Location - ACCESS_FINE_LOCATION
Required to verify current address if the user wants to apply for a Loan/Credit Card 
Helpdesk: 044-66511800
E-mail us at: android-support@bankbazaar.com",2.3.4,"December 2, 2019",★  Bug fixes.,,,,Mon Dec  9 00:35:01 2019
EMI Calculator - Loan & Finance with amortization,"5,000+",40,Finance,4.5,com.drippingfuture.loancalculator,Dripping Future,https://play.google.com/store/apps/details?id=com.drippingfuture.loancalculator,"📱Loan Calculator 📱
This is a professional financial calculator for calculating EMI on any loans.
EMI Calculator is a simple loan calculation tool that helps the user to calculate EMI and view payment schedule quickly. Use this app to calculate your EMI (Equated Monthly Instalment), effectively plan your loan repayment.
Use this application in many languages:
•	English 
•	Hindi - हिंदी
•	Chinese - 中文
•	Bengali- বাঙালি
•	Punjabi- ਪੰਜਾਬੀ
•	Telugu- తెలుగు
•	Tamil- தமிழ்
•	Spanish - Español
•	Japanese - 日本語
•	Portuguese - Português
•	German - Deutsche
•	French - français
•	Russian - русский
•	Korean - 한국어
	MAIN FEATURES:
•		EMI Calculator is the particular kind of calculator that calculates your Loan EMI.
•		This app allows you to calculate the following values by inputting all the other values:
-	EMI
-	Loan Amount
-	Interest Rate
-	Period (In Months and Years)
•		Can check yearly and monthly payments of EMI, Principal and Interest amounts
•		Generate the AMORTIZATION CHART/REPAYMENT SCHEDULE of the Loan. 
•		App Available for FREE to use.
•		Easy intractable UI
•		Can share the EMI results in the text as well as Excel.xls file 
•		Simple, Fast & User-Friendly
•		Quick EMI computation
•		Calculate EMI and view payment schedule
This free Loan EMI Calculator app is easy to use, intuitive to understand and is quick to perform. You can calculate EMI for a home loan, personal loan, car loan, education loan or any other fully amortising loan in India using this app. You can also check how prepayment can help reduce total interest outgo and reduce the loan tenure.
You are presented with payment summary with the break-up of principal and interest components, the payment schedule for the loan details entered. You can choose to share this information via e-mail, SMS or any other messaging app. You can also share the results with your favourite note-taking the app
EMI Calculator supports personal loan, education loan, property loan, home loan and car loan interest rates from all banks like Bank of Baroda, SBI Bank, ICICI Bank,  Standard Chartered, City Bank, IndusInd Bank, PNB Bank, Bajaj Finance, HSBC Bank, Bandhan Bank, Catholic Syrian Bank, City Union Bank, Dhanlaxmi Bank, Federal Bank, IDFC Bank, Karnataka Bank, DBS, Digibank, Axis, Andhra Bank, Bank of India, Bank of Maharashtra, Canara Bank, Central Bank of India, Corporation Bank, Dena Bank, Indian Bank, Indian Overseas Bank, Oriental Bank of Commerce, UCO Bank, so on.
WHERE TO USE:
•	Bank Loan
•	Home Loan
•	Car Loan
•	Personal Loan
•	Property Loan
•	Mortgage Loan
•	Loan against property (LAP)
•	Education Loan
•	Credit Card Payment
•	Business Loan
•	Mortgage Loan
•	2-wheeler loan
•	Any other loan
EMI Calculator for personal loan EMI, home loan EMI, car loan EMI, bills and credit card including  SBI credit card, Citibank credit card, Axis Credit Card, RBL Credit Card,  Credit Cards, Standard Chartered Bank Credit Card, Federal Credit Cards, ICICI credit card and so on
You can calculate EMI for Education Loan, Credit Card Payment, Home Loans, Personal Loan, Car Loan or any other loans using this app and share with your friends & family members through email, SMS, WhatsApp, etc. You can also check how prepayment can help reduce total interest outgo and reduce the loan tenure. 
This app is free, offline and very useful for property consultants, property agents, loan agents, home buyers, automobile agents, vehicle shop owners, banking professionals, bank loans, financial consultants, financial counsellors, individuals etc.
Keywords: - EMI calculator, Loan calculator, Loan Finance calculator, EMI Payment Calculator, Affordability Calculator, Mortgage calculator, Credit Karma, Google Pay, Tez, PhonePe, BHIM, YONO, wallet monYONO, credit score
This app is developed and managed by:
Dripping Future
contact@drippingfuture.com",2.10,"January 25, 2019",Android Pie Supported,,,,Mon Dec  9 00:35:01 2019
"ATD Money Salary Loan, Payday Loan, Same Day Loan","100,000+",918,Finance,4.5,com.atdmoney.app,ATD Group,https://play.google.com/store/apps/details?id=com.atdmoney.app,"ATD MONEY is India's No 1 Payday loan, Personal Loan for Salaried and small retail loan App. We are not NBFC and we don't lend directly to the customers, however we are a fintech, facilitating loan from our NBFC partner's as per the terms and conditions agreed between NBFC and customer only.
Avail quick loan ranging from Rs.5, 000 to Rs.50000 through app and we will transfer cash to your bank account in just 5 minutes through our NBFC partner on the terms and conditions of the NBFC.
Approval of First time applicant takes 30 minutes but existing customers can get loan in 10 minutes. We identify our customer by unique ID ""CRN ID "" for life time .All salaried individuals with salary of Rs.18,000 can avail an instant personal loan by downloading ATD Money App
Key Features
✔ Personal Loan for Salaried 
✔ Instant loan up to Rs 50000
✔ Cash transfer to your bank account in minutes
✔ Repayment tenure of max 30 days
✔ No prepayment charges
✔ Pay interest only on the amount transferred to your account and for the days used.
✔Get access to higher amounts & tenures as you repay on time
✔As compliance requirement your payment behavior is shared with credit rating agencies; based on your credit score may increase/decrease
✔Advance salary loans at 0.1 to 0.2% per day
Eligibility Criteria
✔ Indian citizen
✔ Salaried Individuals
✔ Must be 18 years
✔ Minimum salary of Rs.18,000 a month
Why ATD MONEY Loan App?
- Over 30000 nos instant loan disbursed
- No credit history required no prepayment charges and low interest rates!
- Use your approved loan amount to shop on Myshopbazzar.com
- Loan approved and disbursed in 30 minutes
- Apply for a personal loan through the app and pay back through the app
- Only app gives discount on purchases from Myshopbazzar equivalent to the interest paid on your loan. Makes your loan absolutely interest free loan.
- Only app giving our Loyal customers ATD MONEY Card to use as your credit card subject to be fulfilling terms and conditions.
- Only app which gives opportunity for small retail sectors to avail loan.
Documents Required
ATD MONEY aims to be one of the most user-friendly instant loan app in India. So, submit just 6 documents to avail an instant personal loan online
1. Photograph
2. PAN card
3. Address ID proof
4. Aadhar card
5. Bank statement
6. Salary slip
How ATD MONEY Works?
Our 7 - step application process reflects our goal to be the most secure instant loan app in India. All you have to do:
•	Log in to the ATD MONEY mobile app.
•	Upload few basic details and documents on quick loan app. Within 3 minutes of your personal loan application, you'll be notified of your approval status.
•	Once your loan is approved, simply accept the sanction offer and get the money transferred to your bank account in 10 minutes, subject to documentation
Operational Cities
Our personal loan app currently provides instant cash loan in PAN INDIA.
Loan Amount, Tenure, fees & Charges: 
Loans range from 5,000 to 50,000 with payment tenures of 60 days to 120 days. ATD Money charges one-time service fee. Interest rates range from 0%-0.2% with equivalent monthly interest rate of 0%-6% only. A small processing fee is charged for the loans e.g. for low risk customers 0%-2% of the principal.  The charges and repayment tenures vary based on the credit and repayment ability of the customers.
Fees
Interest Rate: 0.1-0.2% per day
Processing Fee: 2% 
In addition to it, GST will be applicable only on the fee components as per Indian laws.
A new low risk customer availing personal loan for salaried can avail a loan of 50,000 at an interest rate of : 0.1-0.2%, processing fee of 1,000 for a period of 30 days. 
**Interest Rate varies
**Penalty is charged only when someone delays his or her scheduled payment.
Security & Protection of Privacy
Data security & privacy is a top priority at ATD MONEY. Our backend APIs comply with mandated security standards and robust protocols.
Download our instant personal loan app now!",7.0,"October 21, 2019",Bug Free,,,,Mon Dec  9 00:35:02 2019
HDB Financial Services OnTheGo,"1,000,000+","10,635",Finance,3.5,com.nucleus.finnone.mobile.mserve.hdb.eng,HDB Financial Services Ltd.,https://play.google.com/store/apps/details?id=com.nucleus.finnone.mobile.mserve.hdb.eng,"HDB OnTheGo – Loan Servicing App
The Official Android App of HDB Financial Services Limited
With HDB OnTheGo app you can: 
•	Apply for various products & services
•	View & manage your loan accounts and transaction details
•	Track real-time status of your loan application applied through any channel
•	Avail pre-approved loan and other exciting offers
•	Get instant customer support 
•	Send e-mail statements to registered as well as alternate e-mail ID
•	Locate your nearest HDB branches
•	Refer your friends to access products & services offered by HDB
HDB Financial Services is from the trusted family of HDFC Bank
HDB Financial Services (HDBFS, www.hdbfs.com) is a leading Non-Banking Financial Company (NBFC) that caters to the growing needs of an Aspirational India, serving both Retail & Commercial Clients. 
We offer a wide range of consumer loan products such as personal loan, business loan, consumer durables loan, loan against property, loan against gold jewellery, enterprise business loan, loan against car, loan against shares & securities, auto loan, commercial vehicle loan, construction equipment loan and insurance services.",2.5.3,"March 22, 2019",Improved stability and bug fixes.,,,,Mon Dec  9 00:35:03 2019
"LoanSimple - Small Business Loans, No Collateral","10,000+",111,Finance,3.6,in.loansimple.merchant,LoanSimple (Unogrowth Technologies Pvt Ltd),https://play.google.com/store/apps/details?id=in.loansimple.merchant,"LoanSimple helps you build and grow micro businesses by providing business loans/credit line to help maintain and expand inventory, purchase additional machinery and achieve scale and profitability.
1. Approval in 48 hours.
2. Upto 5 lakhs of credit line
3. Top-up within 24 hours
No more headaches of maintaining a minimum balance at the end of month for paying EMIs. With our daily repayment the loan is automatically deducted on a daily basis straight from your bank account. 
1. No home & business premises ownership required, we offer credit line to both side rented customers.
2. We do not require putting up any assets as security of the loan.
1. PAN & Aadhaar
2. 12 months bank statement OR Transactions/Settlement Screenshots of your QR Code (PhonePe, Google Pay, PayTM, BharatPe etc.)/GST Return
Our QR code powered by BHIM UPI, makes accepting payments from your customers in a seamless and secure way. There are no installations, no connectivity issues and you can get up and running in a matter of minutes.
1. No Charges: no setup fee, 0 merchant discount rate(MDR)
2. Instant Settlements: money credited to your bank instantly after transaction
3. Secured: we secure all you payment data with industry standards
4. Your QR Code helps you repay your loan automatically.",2.5.2,"November 16, 2019",Minor bug-fixes and improvements,,,,Mon Dec  9 00:35:03 2019
HDFC Home Loans,"500,000+","4,483",Finance,3.0,com.app.hdfc,HDFC Ltd,https://play.google.com/store/apps/details?id=com.app.hdfc,"HDFC Home Loans Mobile App is a one stop shop for all the informational and transactional services related to loans, around your home, with HDFC. HDFC Home Loans Mobile app is a quick, easy and convenient to use. The app offers a wide range of services for existing as well as prospective customers.
It enables existing customers to access all their loan account related information like accounts summary, payment details, disbursement details  coupled with the flexibility to request for Tax certificates, statements of accounts and disbursement. Also, options like Branch Locator, product details and FAQ (frequently asked questions) make managing your loans an extremely easy task.
HDFC Home Loans Mobile app offers a host of information and services to people intending to own a house. It is designed to cater to end to end needs of a prospective customer. On this app you can do it all- search for a property, get information about loan products, apply for a loan or get in touch with a loan advisor.",2.4,"September 16, 2019","In this release, we've made improvements to our Home Loan App keeping in mind customer's experience. We've also fixed minor bugs and improved stability of our services.
Thank you for your support and feedback. Please send us your reviews and suggestions.",,,,Mon Dec  9 00:35:05 2019
Lending Adda,"1,000,000+","4,226",Tools,4.5,com.lendingadda.jienavi,Lending Adda,https://play.google.com/store/apps/details?id=com.lendingadda.jienavi,"LendingAdda - Your One-Stop Adda for Loans
We are market professionals who deal in a variety of online loan products. We provide our customers with the most reasonable loan products and credit cards as well as related services. 
[Product Characteristics]
High Loan Amount: Online applications, up to ₹ 200,000
Low Interest Rate: Annualized rates, up to 15% and as low as 3.5%
Short Processing Time: Low loan threshold, fast audit and approval speed - even as fast as 3 minutes!
Loan Term: 91 days (shortest, including renewal period) - 120 days (longest, including renewal period)
Age requirement must be 18 or above
Convenient and quick operation, an easy solution for emergency borrowing needs:
- Click Download and Install to get our app on your phone.
- Enter your current phone number for registration/login.
- Choose from a wide range of products. 
- Fill in your personal information, submit application, and follow instructions to get your funds.
Easy peasy!
[About Us]
Launched by Qihoo India Finance Private Limited, LendingAdda is an online portal for getting loans. It evaluates the customer’s credit standing based on big data and offers the most suitable loan products, credit cards, and related services through intelligent matching. 
If you have any questions about using LendingAdda , please contact our online staff for assistance.
Working Hours: 9 am to 18 pm (Monday to Friday)
Mail: customerservice@lendingadda.com
Privacy Policy: http://www.lendingadda.com/policy/privacy_policy.html
Address: 05-126, Forum Building, DLF Cyber City, Phase III, Sector 24, Gurugram, Haryana 122002, India",1.3.4,"December 5, 2019",Bug fixes,,,,Mon Dec  9 00:35:05 2019
